ALIGNED_UNALIGNED_CHUNK_RATIO,ANT_REL,Adj-AbsDiffNorm,Adj-Ratio-MinMax,Adv-AbsDiffNorm,Adv-Ratio-MinMax,AlignedWordCnt_Normalized_0.600Th,AllTokens-AbsDiffNorm,AllTokens-Ratio-MinMax,DEP-NSUBJ-DOBJ-ROOT-MATCHED,DEP-NSUBJ-DOBJ-ROOT-UNMATCHED,DEP-NSUBJ-DOBJ-UNMATCHED,EQUI,GMM-weighted-score,HEAD_UNALIGN,INTERPRETABLE_CH_CW_SCORE_NORMALIZED_NO_PENALTY,LO-UNI-SYN-AVG-DEPINFO,LO-UNI-SYN-HYP-AVG-CLEAN,LO-UNI-SYN-HYP-AVG-CR-UALN-PEN-CLEAN,NMOD_UNALIGN,NOALI,Nouns-AbsDiffNorm,Nouns-Ratio-MinMax,OA-ADJ-MKAntSyn-AVG-TH0.500,OA-ADV-MKAntSyn-AVG-TH0.500,OA-NOUN-MKAntSyn-AVG-TH0.500,OA-NOUNVERB_Mult-MKAntSyn-AVG-TH0.500,OA-VERB-MKAntSyn-AVG-TH0.500,OAC2C_AWSP_FALSE-MIKOLOV-ANT_SYN-AVG-TH-0.450-0.600,OA_AWSP_FALSE-MIKOLOV_ANTSYN-AVG-TH0.450,OBJ_UNALIGN,OWA_UAP_AVGNORM_0.600_ppdbTh-0.400_UADFactor-0.400_SSIMWeight-0.000,Other-AbsDiffNorm,Other-Ratio-MinMax,PENALTY_SCORE,PPDBScore0.600_ppdbTh-0.400,RV-MIK-Pen-1.001.000.200.401.00,RV-MIKOLOV-Penalized-AVERAGE,RV_LOGISTIC_REGRESSION_SCORE_2,SENT2VEC_CDSSM_LR_SCORE,SENT2VEC_CDSSM_SCORE,SENT2VEC_DSSM_LR_SCORE,SENT2VEC_DSSM_SCORE,SKIP_THOUGHTS_LOGISTIC_REGRESSION_SCORE,UNALN_NOUN_CNT,UNALN_VERB_CNT,VectorCosineMethod-Wt0.950-simTh0.450,Verbs-AbsDiffNorm,Verbs-Ratio-MinMax,W_MTX_MIKOLOV_ANTSYN-TH0.500,Gold
0.000,0.000,0.333,0.500,0.000,0.000,0.800,0.091,0.833,0.000,0.000,0.000,0.667,0.851,0.000,0.867,0.727,0.727,0.648,0.000,0.000,0.200,0.667,0.667,0.000,0.800,0.800,1.000,0.869,0.877,0.000,0.648,1.000,0.000,0.500,0.727,0.853,0.916,0.605,0.575,0.706,0.690,0.804,0.677,0.000,0.000,0.894,0.000,1.000,0.985,4.400
0.000,0.000,0.333,0.500,0.000,0.000,0.833,0.077,0.857,0.000,0.000,0.000,0.333,0.962,0.500,0.800,0.769,0.769,0.698,0.500,0.000,0.333,0.500,0.667,0.000,0.566,0.566,1.000,0.619,0.877,0.000,0.698,0.000,1.000,0.250,0.769,0.884,0.938,0.851,0.583,0.706,0.723,0.786,0.636,0.000,0.000,0.905,0.000,1.000,0.963,4.600
0.000,0.000,0.000,1.000,0.000,0.000,0.667,0.000,1.000,0.000,0.000,0.000,0.667,0.929,0.000,0.800,0.667,0.667,0.578,0.500,0.000,0.000,1.000,1.000,0.000,0.875,0.000,0.000,0.667,0.771,0.000,0.578,0.000,1.000,0.750,0.667,0.826,0.894,0.720,0.625,0.805,0.625,0.765,0.757,0.000,0.000,0.654,0.000,0.000,0.771,2.000
0.333,0.000,0.000,0.000,0.000,0.000,0.750,0.111,0.800,0.000,0.000,0.000,0.000,0.807,0.000,0.150,0.667,0.667,0.578,1.000,0.750,0.333,0.500,0.000,0.000,0.667,0.000,0.000,0.320,0.667,0.000,0.578,0.000,0.000,0.500,0.667,0.775,0.775,0.605,0.560,0.580,0.404,0.545,0.540,1.000,3.000,0.653,0.333,0.500,0.671,1.200
0.400,0.000,0.000,1.000,0.000,0.000,0.200,0.091,0.833,0.000,0.000,0.000,0.143,0.064,1.000,0.200,0.300,0.182,0.122,0.750,0.714,0.143,0.750,0.000,0.000,0.403,0.000,0.000,0.222,0.331,0.000,0.122,0.000,0.000,0.917,0.182,0.569,0.580,0.362,0.444,0.274,0.308,0.337,0.518,3.000,2.000,0.498,0.000,1.000,0.701,1.800
0.000,0.000,0.000,0.000,0.000,0.000,0.714,0.000,1.000,0.000,0.000,0.000,0.333,0.959,0.000,0.733,0.714,0.714,0.633,0.000,0.000,0.111,0.800,0.000,0.000,0.889,0.889,1.000,0.631,0.714,0.500,0.633,0.333,0.500,0.300,0.714,0.740,0.740,0.626,0.628,0.740,0.743,0.848,0.608,0.000,0.000,0.708,0.000,1.000,0.649,3.200
0.000,0.000,1.000,0.000,0.000,0.000,0.200,0.091,0.833,0.000,1.000,0.000,0.000,0.018,1.000,0.000,0.050,0.182,0.122,0.000,1.000,0.143,0.750,0.000,0.000,0.000,0.000,0.000,0.000,0.182,1.000,0.122,0.000,0.000,0.600,0.182,0.492,0.462,0.275,0.458,0.181,0.263,0.038,0.432,6.000,3.000,0.314,0.333,0.500,0.183,0.400
0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.111,0.800,0.000,0.000,0.000,0.333,0.865,0.000,0.733,0.667,0.667,0.578,1.000,0.000,0.200,0.667,0.000,0.000,0.635,0.635,1.000,0.820,0.798,0.000,0.578,0.000,1.000,0.375,0.667,0.580,0.580,0.539,0.588,0.700,0.622,0.712,0.568,0.000,0.000,0.900,0.000,1.000,0.495,4.800
0.077,0.000,0.000,0.000,0.000,0.000,0.222,0.143,0.750,0.000,0.000,0.000,0.000,0.048,1.000,0.043,0.300,0.229,0.146,1.000,0.929,0.286,0.556,0.000,0.000,0.143,0.032,0.221,0.083,0.148,1.000,0.061,1.000,0.000,0.444,0.164,0.584,0.584,0.304,0.443,0.353,0.252,0.257,0.417,9.000,5.000,0.282,0.200,0.667,0.210,0.800
0.143,0.000,1.000,0.000,1.000,0.000,0.333,0.053,0.900,0.000,0.000,0.000,0.125,0.289,1.000,0.125,0.316,0.316,0.229,0.333,0.875,0.167,0.714,0.000,0.000,0.333,0.000,0.000,0.200,0.394,0.000,0.229,0.333,0.500,0.833,0.316,0.669,0.727,0.518,0.527,0.480,0.359,0.448,0.647,7.000,2.000,0.434,0.000,1.000,0.441,2.600
0.333,0.000,0.333,0.500,1.000,0.000,0.714,0.067,0.875,0.000,0.000,0.000,0.000,0.813,1.000,0.150,0.533,0.533,0.434,0.000,0.750,0.111,0.800,0.667,0.000,0.667,0.000,0.000,0.303,0.533,0.500,0.538,0.000,0.000,0.625,0.620,0.838,0.819,0.611,0.532,0.607,0.578,0.613,0.598,1.000,2.000,0.636,0.000,1.000,0.847,3.000
2.000,0.000,0.000,0.000,0.000,0.000,0.800,0.091,0.833,0.000,0.000,0.000,0.667,0.937,0.000,0.667,0.727,0.727,0.648,0.000,0.333,0.143,0.750,0.000,0.000,0.857,0.857,1.000,0.667,0.727,0.000,0.648,0.000,1.000,0.333,0.727,0.760,0.760,0.730,0.640,0.848,0.637,0.801,0.820,1.000,0.000,0.715,0.000,1.000,0.730,3.400
0.250,0.000,0.000,0.000,0.000,0.000,0.600,0.091,0.833,0.000,0.000,0.000,0.200,0.753,0.500,0.200,0.546,0.546,0.446,0.000,0.800,0.200,0.667,0.000,0.000,0.600,0.000,0.000,0.333,0.546,0.500,0.446,0.000,0.000,0.500,0.546,0.774,0.774,0.556,0.565,0.639,0.494,0.567,0.667,4.000,1.000,0.531,1.000,0.000,0.548,2.800
0.125,0.000,0.000,0.000,0.000,0.000,0.400,0.091,0.833,0.000,0.000,0.000,0.111,0.464,1.000,0.111,0.300,0.182,0.122,1.000,0.889,0.250,0.600,0.000,0.000,0.413,0.000,0.000,0.200,0.301,0.500,0.221,0.000,0.000,0.600,0.296,0.568,0.568,0.345,0.430,0.165,0.305,0.216,0.365,6.000,3.000,0.380,0.333,0.500,0.544,0.400
0.500,0.000,0.000,0.000,0.000,0.000,0.500,0.000,1.000,0.000,0.000,0.000,0.333,0.699,0.000,0.333,0.300,0.500,0.400,1.000,0.667,0.000,1.000,0.000,0.000,0.500,0.000,0.000,0.500,0.500,0.000,0.400,0.000,0.000,1.000,0.500,0.610,0.610,0.541,0.604,0.551,0.533,0.649,0.600,2.000,0.000,0.475,0.000,0.000,0.500,3.200
3.000,0.000,0.000,0.000,0.000,0.000,0.833,0.077,0.857,0.000,0.000,0.000,0.750,0.959,0.000,0.750,0.500,0.769,0.698,0.000,0.250,0.111,0.800,0.000,0.000,0.889,0.889,1.000,0.750,0.769,1.000,0.698,0.000,1.000,0.333,0.769,0.886,0.886,0.425,0.612,0.758,0.583,0.771,0.658,1.000,0.000,0.762,0.000,1.000,0.772,3.800
1.500,0.000,0.000,0.000,0.000,0.000,0.600,0.000,1.000,0.000,0.000,0.000,0.400,0.745,0.000,0.520,0.400,0.600,0.504,0.000,0.400,0.000,1.000,0.000,0.000,0.667,0.667,1.000,0.750,0.600,0.000,0.504,0.000,1.000,0.333,0.600,0.706,0.706,0.467,0.558,0.669,0.603,0.701,0.704,2.000,0.000,0.603,0.000,1.000,0.600,1.800
0.250,0.000,0.000,0.000,0.000,0.000,0.500,0.111,0.800,0.000,0.000,0.000,0.200,0.643,0.500,0.200,0.444,0.444,0.346,1.000,0.800,0.111,0.800,0.000,0.000,0.444,0.000,0.000,0.333,0.444,0.500,0.346,0.000,0.000,0.833,0.444,0.670,0.670,0.445,0.537,0.338,0.409,0.445,0.662,5.000,0.000,0.458,0.000,0.000,0.447,4.600
3.000,0.000,0.333,0.500,0.000,0.000,0.800,0.091,0.833,0.000,0.000,0.000,0.500,0.756,0.000,0.650,0.727,0.727,0.648,0.000,0.250,0.200,0.667,0.667,0.000,0.800,0.000,0.000,0.800,0.546,0.500,0.648,1.000,0.000,0.250,0.727,0.675,0.739,0.490,0.619,0.805,0.656,0.754,0.572,1.000,0.000,0.764,0.000,1.000,0.821,3.800
0.400,0.000,0.000,0.000,0.000,0.000,0.333,0.077,0.857,0.000,0.000,0.000,0.143,0.226,0.000,0.229,0.308,0.308,0.223,1.000,0.714,0.111,0.800,0.000,0.000,0.222,0.148,0.667,0.222,0.308,0.500,0.223,1.000,0.000,0.600,0.308,0.583,0.583,0.343,0.493,0.242,0.294,0.327,0.509,5.000,1.000,0.301,0.333,0.500,0.309,0.000
4.000,0.000,0.000,1.000,0.000,0.000,0.857,0.000,1.000,0.000,0.000,0.000,0.600,0.971,0.000,0.720,0.857,0.857,0.808,0.333,0.200,0.000,1.000,1.000,0.000,0.667,0.667,1.000,0.844,0.857,0.000,0.808,0.000,1.000,0.167,0.857,0.906,0.922,0.823,0.623,0.807,0.838,0.887,0.750,1.000,0.000,0.850,0.000,1.000,0.857,3.800
2.000,0.000,1.000,0.000,0.000,0.000,0.500,0.000,1.000,0.000,0.000,0.000,0.333,0.696,0.000,0.533,0.500,0.500,0.400,1.000,0.333,0.143,0.750,0.000,0.000,0.571,0.571,1.000,0.583,0.607,0.000,0.400,1.000,0.000,0.500,0.500,0.655,0.655,0.706,0.593,0.716,0.626,0.727,0.715,1.000,0.000,0.652,0.000,1.000,0.543,4.000
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.091,0.833,0.000,0.000,0.000,0.000,0.933,0.000,0.300,0.727,0.727,0.648,1.000,0.500,0.000,1.000,0.000,0.000,0.712,0.000,0.000,0.300,0.829,0.000,0.876,0.000,0.000,0.250,0.909,0.728,0.728,0.623,0.612,0.772,0.624,0.734,0.579,1.000,0.000,0.904,1.000,0.000,0.600,3.800
0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.111,0.800,0.000,0.000,0.000,0.667,0.890,0.000,0.867,0.889,0.889,0.849,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.933,0.667,0.000,0.849,1.000,0.000,0.200,0.889,0.747,0.836,0.576,0.632,0.835,0.747,0.861,0.650,0.000,0.000,0.906,0.000,1.000,1.005,4.600
0.400,0.000,0.000,0.000,1.000,0.000,0.400,0.091,0.833,0.000,0.000,0.000,0.286,0.533,1.000,0.286,0.364,0.364,0.271,0.000,0.714,0.000,1.000,0.000,0.000,0.667,0.000,0.000,0.444,0.364,1.000,0.271,0.000,0.000,0.400,0.364,0.628,0.612,0.416,0.577,0.471,0.393,0.346,0.547,2.000,4.000,0.441,0.000,1.000,0.365,2.600
0.500,0.000,1.000,0.000,0.000,0.000,0.571,0.067,0.875,0.000,0.000,0.000,0.167,0.558,0.000,0.267,0.533,0.533,0.434,1.000,0.667,0.091,0.833,0.000,0.000,0.546,0.000,0.000,0.250,0.533,0.000,0.434,1.000,0.000,0.500,0.533,0.787,0.820,0.600,0.533,0.631,0.528,0.618,0.618,2.000,2.000,0.574,0.000,1.000,0.535,3.400
0.000,0.000,0.000,0.000,0.000,0.000,0.875,0.111,0.800,1.000,0.000,0.000,0.667,0.941,0.000,0.900,0.800,0.778,0.709,0.250,0.000,0.143,0.750,0.000,0.000,0.714,0.714,1.000,0.944,0.778,0.000,0.709,0.000,1.000,0.050,0.778,0.874,0.874,0.686,0.621,0.751,0.697,0.760,0.623,0.000,0.000,0.802,0.000,1.000,0.910,3.200
3.000,1.000,1.000,0.000,0.000,0.000,0.600,0.091,0.833,0.000,0.000,0.000,0.500,0.726,1.000,0.300,0.546,0.546,0.446,0.500,0.250,0.000,1.000,0.000,0.000,1.000,0.718,0.718,0.500,0.676,0.000,0.446,1.000,0.000,0.625,0.546,0.866,0.776,0.532,0.584,0.699,0.506,0.601,0.717,0.000,0.000,0.542,0.000,1.000,0.898,2.200
3.000,0.000,0.000,0.000,0.000,0.000,0.750,0.111,0.800,0.000,0.000,0.000,0.500,0.646,0.000,0.650,0.667,0.667,0.578,0.333,0.250,0.333,0.500,0.000,0.000,0.667,0.000,0.000,0.667,0.444,0.000,0.578,1.000,0.000,0.444,0.667,0.634,0.634,0.393,0.473,0.371,0.390,0.429,0.531,1.000,0.000,0.757,0.000,1.000,0.447,3.200
0.250,0.000,1.000,0.000,0.000,0.000,0.400,0.000,1.000,0.000,0.000,0.000,0.000,0.258,1.000,0.120,0.200,0.400,0.304,0.000,0.800,0.143,0.750,0.000,0.000,0.286,0.000,0.000,0.267,0.400,0.000,0.304,0.000,0.000,0.500,0.400,0.415,0.486,0.389,0.450,0.273,0.299,0.285,0.429,3.000,2.000,0.415,0.000,1.000,0.294,1.200
0.000,0.000,0.143,0.750,0.000,0.000,0.750,0.000,1.000,0.000,0.000,0.000,0.500,0.700,0.000,0.850,0.750,0.750,0.675,0.000,0.000,0.000,1.000,0.857,0.000,0.528,0.528,1.000,0.750,0.823,0.500,0.675,1.000,0.000,0.417,0.750,0.813,0.908,0.649,0.589,0.685,0.789,0.834,0.559,0.000,0.000,0.840,0.000,1.000,0.770,3.600
0.000,0.000,0.000,0.000,0.000,1.000,0.667,0.000,1.000,0.000,0.000,0.000,0.667,0.945,0.000,0.933,0.500,0.667,0.578,1.000,0.000,0.000,1.000,0.000,1.000,0.667,0.667,1.000,0.685,0.747,1.000,0.578,0.000,1.000,0.500,0.667,0.810,0.843,0.520,0.565,0.713,0.474,0.665,0.737,0.000,0.000,0.818,0.000,1.000,0.667,1.200
0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.997,0.000,1.000,0.833,0.833,0.778,0.000,0.000,0.000,1.000,0.000,0.000,0.946,0.000,0.000,1.000,0.946,0.000,1.000,0.000,0.000,0.000,1.000,0.673,0.673,0.669,0.647,0.818,0.749,0.806,0.626,0.000,0.000,0.982,0.000,0.000,0.742,5.000
0.250,0.000,0.000,1.000,0.000,0.000,0.200,0.091,0.833,0.000,0.000,0.000,0.000,0.044,1.000,0.120,0.300,0.182,0.122,1.000,0.800,0.250,0.600,0.000,0.000,0.250,0.000,0.000,0.000,0.182,0.500,0.122,0.000,0.000,0.833,0.182,0.485,0.479,0.278,0.394,0.031,0.286,0.058,0.357,3.000,1.000,0.173,1.000,0.000,0.183,0.400
0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.200,0.667,0.000,0.000,0.000,0.000,0.002,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,1.000,0.000,0.280,0.295,0.316,0.422,0.164,0.266,0.142,0.333,8.000,1.000,0.000,1.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.714,0.067,0.875,0.000,0.000,0.000,0.250,0.882,0.000,0.400,0.500,0.667,0.578,0.000,0.500,0.091,0.833,0.000,0.000,0.727,0.000,0.000,0.619,0.727,1.000,0.578,0.000,1.000,0.333,0.667,0.745,0.745,0.606,0.550,0.594,0.545,0.652,0.494,2.000,0.000,0.703,0.000,0.000,0.668,2.800
0.000,1.000,0.000,0.000,0.000,0.000,0.667,0.000,1.000,0.000,0.000,0.000,0.333,0.910,0.000,0.267,0.400,0.667,0.578,0.000,0.000,0.000,1.000,0.000,0.000,0.753,0.753,1.000,0.667,0.794,0.000,0.578,0.000,0.000,0.333,0.667,0.947,0.947,0.834,0.622,0.648,0.585,0.708,0.756,0.000,0.000,0.673,0.000,1.000,0.794,2.200
0.200,0.000,0.000,0.000,0.000,0.000,0.143,0.000,1.000,0.000,0.000,1.000,0.167,0.018,0.000,0.167,0.200,0.143,0.094,1.000,0.833,0.143,0.750,0.000,0.000,0.000,0.000,0.500,0.222,0.143,1.000,0.094,0.333,0.500,0.571,0.143,0.548,0.548,0.309,0.393,0.168,0.250,0.098,0.488,7.000,2.000,0.211,0.000,1.000,0.143,0.600
3.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,1.000,0.000,1.000,0.000,0.250,0.901,1.000,0.600,0.050,0.783,0.679,0.000,0.250,0.111,0.800,0.000,0.000,0.667,0.000,0.000,0.667,0.667,0.000,0.578,0.000,0.000,0.400,0.667,0.827,0.827,0.617,0.618,0.784,0.694,0.774,0.655,0.000,1.000,0.666,0.333,0.500,0.667,4.800
0.250,0.000,0.000,1.000,0.000,0.000,0.167,0.077,0.857,0.000,0.000,0.000,0.200,0.032,0.500,0.200,0.300,0.154,0.102,1.000,0.800,0.143,0.750,0.333,0.000,0.000,0.000,0.000,0.333,0.154,0.000,0.102,0.000,0.000,1.000,0.154,0.220,0.330,0.265,0.407,0.194,0.261,0.156,0.480,7.000,0.000,0.276,0.000,0.000,0.154,0.200
0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,1.000,0.000,0.000,0.000,0.750,0.875,0.000,0.850,0.667,0.667,0.578,0.000,0.000,0.000,1.000,0.000,0.000,0.992,0.000,0.000,0.750,0.827,0.000,0.578,0.000,1.000,0.500,0.667,0.900,0.900,0.627,0.589,0.661,0.403,0.518,0.730,0.000,0.000,0.719,0.000,0.000,0.827,2.600
0.667,0.000,0.200,0.667,0.000,0.000,0.875,0.111,0.800,0.000,0.000,0.000,0.200,0.851,1.000,0.320,0.778,0.778,0.709,0.000,0.600,0.000,1.000,0.800,0.000,1.000,0.000,0.000,0.438,0.830,0.000,0.709,1.000,0.000,0.500,0.778,0.907,0.911,0.812,0.627,0.856,0.750,0.859,0.548,2.000,2.000,0.898,0.000,1.000,0.783,4.800
1.500,0.000,0.000,1.000,0.000,0.000,1.000,0.167,0.714,0.000,0.000,0.000,0.600,0.967,0.500,0.600,0.833,0.833,0.778,0.000,0.400,0.200,0.667,1.000,0.000,0.800,0.533,0.667,0.750,0.833,0.000,0.778,0.000,1.000,0.200,0.833,0.784,0.848,0.706,0.631,0.830,0.744,0.870,0.727,1.000,1.000,0.911,0.333,0.500,0.964,5.000
1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.077,0.857,0.000,0.000,0.000,0.167,0.237,0.000,0.333,0.500,0.308,0.223,1.000,0.500,0.111,0.800,0.000,0.000,0.222,0.222,1.000,0.222,0.382,1.000,0.223,0.000,1.000,0.500,0.308,0.580,0.580,0.337,0.446,0.488,0.451,0.611,0.498,3.000,0.000,0.471,0.000,1.000,0.309,2.800
0.250,0.000,1.000,0.000,0.000,0.000,0.375,0.000,1.000,0.000,0.000,0.000,0.000,0.489,1.000,0.120,0.375,0.375,0.281,1.000,0.800,0.167,0.714,0.000,0.000,0.500,0.000,0.000,0.000,0.375,0.000,0.281,0.000,0.000,0.625,0.375,0.717,0.633,0.464,0.442,0.367,0.244,0.220,0.397,5.000,2.000,0.360,0.000,1.000,0.742,1.200
0.500,0.000,0.500,0.333,0.000,0.000,0.429,0.000,1.000,0.000,0.000,0.000,0.000,0.549,1.000,0.200,0.429,0.429,0.331,0.500,0.667,0.429,0.400,0.500,0.000,0.571,0.000,0.000,0.250,0.429,0.000,0.331,0.000,1.000,0.667,0.429,0.628,0.632,0.363,0.546,0.582,0.402,0.468,0.546,3.000,1.000,0.423,1.000,0.000,0.429,2.600
0.250,0.000,0.000,0.000,0.000,0.000,0.200,0.091,0.833,0.000,0.000,0.000,0.000,0.116,1.000,0.120,0.300,0.182,0.122,1.000,0.800,0.333,0.500,0.000,0.000,0.401,0.000,0.000,0.000,0.328,0.500,0.122,1.000,0.000,0.875,0.182,0.577,0.577,0.376,0.491,0.205,0.343,0.281,0.488,5.000,1.000,0.543,1.000,0.000,0.329,3.200
0.500,0.000,0.000,1.000,0.000,0.000,0.600,0.091,0.833,0.000,0.000,0.000,0.000,0.615,0.000,0.200,0.546,0.546,0.446,0.000,0.667,0.143,0.750,0.000,0.000,0.857,0.000,0.000,0.000,0.546,0.000,0.446,0.000,0.000,0.000,0.546,0.797,0.724,0.640,0.543,0.534,0.434,0.457,0.659,2.000,1.000,0.625,0.000,1.000,0.993,4.600
0.200,0.000,0.333,0.500,0.000,0.000,0.167,0.000,1.000,0.000,0.000,0.000,0.167,0.046,1.000,0.167,0.300,0.167,0.111,1.000,0.833,0.200,0.667,0.000,0.000,0.400,0.000,0.000,0.250,0.167,0.500,0.111,1.000,0.000,0.900,0.167,0.485,0.448,0.255,0.476,0.243,0.283,0.165,0.464,3.000,2.000,0.158,0.000,1.000,0.263,0.400
0.400,0.000,0.000,0.000,0.000,0.000,0.429,0.125,0.778,0.000,0.000,0.000,0.143,0.470,1.000,0.229,0.375,0.463,0.347,1.000,0.714,0.091,0.833,0.000,0.000,0.364,0.242,0.667,0.327,0.375,1.000,0.281,0.000,1.000,0.643,0.375,0.580,0.580,0.452,0.525,0.557,0.466,0.589,0.546,6.000,1.000,0.384,0.333,0.500,0.378,3.800
1.500,0.000,1.000,0.000,0.000,0.000,0.600,0.091,0.833,1.000,0.000,0.000,0.400,0.664,0.000,0.520,0.600,0.546,0.446,1.000,0.400,0.000,1.000,0.000,0.000,0.500,0.500,1.000,0.667,0.546,0.000,0.446,0.000,0.000,0.200,0.546,0.761,0.762,0.507,0.555,0.588,0.449,0.548,0.543,3.000,0.000,0.531,0.000,1.000,0.653,2.400
1.500,0.000,0.000,1.000,0.000,0.000,1.000,0.333,0.500,0.000,0.000,0.000,0.400,0.724,0.500,0.520,0.667,0.667,0.578,1.000,0.400,0.333,0.500,1.000,0.000,0.667,0.000,0.000,0.519,0.667,0.000,0.578,0.000,0.000,0.500,0.667,0.795,0.819,0.657,0.583,0.649,0.462,0.668,0.623,2.000,1.000,0.759,1.000,0.000,0.803,3.800
0.200,0.000,0.333,0.500,0.000,0.000,0.250,0.059,0.889,0.000,0.000,0.000,0.000,0.134,1.000,0.067,0.235,0.235,0.163,1.000,0.833,0.250,0.600,0.667,0.000,0.000,0.000,0.000,0.000,0.289,0.000,0.163,0.200,0.667,1.500,0.235,0.529,0.591,0.243,0.439,0.131,0.247,0.163,0.423,7.000,1.000,0.518,1.000,0.000,0.393,0.200
0.125,0.000,0.333,0.500,0.000,0.000,0.500,0.143,0.750,0.000,0.000,0.000,0.000,0.603,1.000,0.067,0.286,0.286,0.204,1.000,0.889,0.111,0.800,0.000,0.000,0.577,0.000,0.000,0.191,0.371,0.500,0.296,0.000,0.000,0.900,0.383,0.627,0.540,0.282,0.430,0.248,0.305,0.237,0.438,3.000,3.000,0.430,0.000,1.000,0.375,1.000
2.000,0.000,0.000,0.000,0.000,0.000,0.400,0.091,0.833,0.000,0.000,0.000,0.333,0.356,1.000,0.467,0.364,0.364,0.271,0.500,0.333,0.143,0.750,0.000,0.000,0.286,0.286,1.000,0.556,0.364,0.000,0.271,0.000,1.000,1.250,0.364,0.495,0.495,0.376,0.511,0.406,0.379,0.459,0.472,1.000,0.000,0.363,0.000,1.000,0.365,1.200
0.250,0.000,0.000,0.000,0.000,0.000,0.200,0.091,0.833,0.000,0.000,0.000,0.000,0.020,0.500,0.080,0.300,0.182,0.122,0.000,0.800,0.111,0.800,0.000,0.000,0.222,0.000,0.000,0.000,0.182,0.500,0.122,0.000,0.000,0.667,0.182,0.375,0.375,0.231,0.462,0.205,0.343,0.318,0.485,2.000,2.000,0.177,0.000,1.000,0.183,0.000
0.333,0.000,1.000,0.000,0.000,0.000,0.400,0.091,0.833,0.000,0.000,0.000,0.250,0.129,1.000,0.250,0.364,0.364,0.271,0.000,0.750,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.400,0.364,0.000,0.271,0.000,0.000,1.000,0.364,0.453,0.453,0.275,0.567,0.310,0.384,0.403,0.597,6.000,0.000,0.379,0.000,1.000,0.365,0.600
0.333,1.000,0.000,1.000,0.000,0.000,0.750,0.385,0.444,0.000,0.000,0.000,0.000,0.506,0.500,0.000,0.462,0.462,0.362,1.000,0.750,0.500,0.333,1.000,0.000,0.250,0.000,0.000,0.300,0.462,0.000,0.362,1.000,0.000,1.000,0.462,0.531,0.721,0.363,0.524,0.495,0.390,0.522,0.405,4.000,0.000,0.552,0.000,0.000,0.595,1.200
2.000,0.000,1.000,0.000,0.000,0.000,0.600,0.167,0.714,0.000,0.000,0.000,0.000,0.641,0.500,0.400,0.333,0.333,0.244,0.000,0.333,0.000,1.000,0.000,0.000,0.887,0.000,0.000,0.355,0.610,0.000,0.400,1.000,0.000,0.375,0.500,0.720,0.693,0.704,0.576,0.758,0.566,0.676,0.629,0.000,1.000,0.663,0.000,1.000,0.619,4.400
1.000,0.000,1.000,0.000,0.000,0.000,0.333,0.077,0.857,0.000,0.000,0.000,0.250,0.260,0.000,0.400,0.308,0.308,0.223,0.500,0.500,0.250,0.600,0.000,0.000,0.250,0.250,1.000,0.735,0.453,0.500,0.223,0.000,1.000,0.500,0.308,0.664,0.657,0.378,0.489,0.336,0.368,0.391,0.469,4.000,0.000,0.530,0.000,1.000,0.454,1.400
0.200,0.000,0.000,1.000,0.000,0.000,0.333,0.000,1.000,0.000,0.000,0.000,0.000,0.063,1.000,0.100,0.333,0.333,0.244,1.000,0.833,0.143,0.750,0.000,0.000,0.286,0.000,0.000,0.245,0.333,0.500,0.244,1.000,0.000,1.250,0.333,0.463,0.482,0.320,0.420,0.254,0.312,0.296,0.399,2.000,2.000,0.338,0.000,1.000,0.292,1.000
1.000,0.000,0.000,0.000,0.000,0.000,0.600,0.167,0.714,1.000,0.000,0.000,0.333,0.671,0.000,0.433,0.600,0.500,0.400,1.000,0.500,0.111,0.800,0.000,0.000,0.444,0.296,0.667,0.593,0.606,0.500,0.400,0.000,0.000,0.250,0.500,0.779,0.779,0.581,0.527,0.553,0.552,0.613,0.588,4.000,1.000,0.490,0.333,0.500,0.701,4.200
0.500,0.000,0.000,0.000,1.000,0.000,0.500,0.200,0.667,0.000,0.000,0.000,0.000,0.577,1.000,0.200,0.400,0.400,0.304,0.000,0.667,0.111,0.800,0.000,0.000,0.444,0.000,0.000,0.500,0.400,0.000,0.304,0.000,0.000,1.000,0.400,0.459,0.443,0.320,0.496,0.421,0.455,0.538,0.484,1.000,0.000,0.397,0.000,0.000,0.328,2.800
